Gene ID	source_id	Product Description
TGME49_232130	TGME49_232130-t26_1	thioredoxin-like associated protein TLAP2
TGME49_232140	TGME49_232140-t26_1	hypothetical protein
TGME49_232150	TGME49_232150-t26_1	inner membrane complex protein IMC32
TGME49_232160	TGME49_232160-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_232170	TGME49_232170-t26_1	hypothetical protein
TGME49_232180	TGME49_232180-t26_1	UBA/TS-N domain-containing protein
TGME49_232190	TGME49_232190-t26_1	Sec7 domain-containing protein
TGME49_232200	TGME49_232200-t26_1	hypothetical protein
TGME49_232210	TGME49_232210-t26_1	hypothetical protein
TGME49_232220	TGME49_232220-t26_1	SWIB/MDM2 domain-containing protein
TGME49_232230	TGME49_232230-t26_1	ribosomal protein RPL30
TGME49_232240	TGME49_232240-t26_1	snRNA-activating protein complex subunit 3, putative
TGME49_232250	TGME49_232250-t26_1	catalase
TGME49_232260	TGME49_232260-t26_1	hypothetical protein
TGME49_232270	TGME49_232270-t26_1	histidine acid phosphatase superfamily protein
TGME49_232280	TGME49_232280-t26_1	hypothetical protein
TGME49_232290	TGME49_232290-t26_1	hypothetical protein
TGME49_232300	TGME49_232300-t26_1	ribosomal protein RPS3
TGME49_232310	TGME49_232310-t26_1	endonuclease/exonuclease/phosphatase family protein
TGME49_232320	TGME49_232320-t26_1	hypothetical protein
TGME49_232340	TGME49_232340-t26_1	protein phosphatase 2C domain-containing protein PPM2A
TGME49_232350	TGME49_232350-t26_1	lactate dehydrogenase LDH1
TGME49_232360	TGME49_232360-t26_1	exonuclease
TGME49_232370	TGME49_232370-t26_1	CW-type Zinc Finger protein
TGME49_232380	TGME49_232380-t26_1	WD domain, G-beta repeat-containing protein
TGME49_232390	TGME49_232390-t26_1	18S rRNA biogenesis protein RCL1 protein
TGME49_232400	TGME49_232400-t26_1	PAN domain-containing protein
TGME49_232410	TGME49_232410-t26_1	thioredoxin-like protein 1
TGME49_232420	TGME49_232420-t26_1	hypothetical protein
TGME49_232430	TGME49_232430-t26_1	kinetochore protein SPC25, putative
TGME49_232440	TGME49_232440-t26_1	Brf1p family coiled coil protein
TGME49_232450	TGME49_232450-t26_1	SWI2/SNF2-containing protein RAD54
TGME49_232460	TGME49_232460-t26_1	tRNA-Asn
TGME49_232475	TGME49_232475-t26_1	hypothetical protein
TGME49_232500	TGME49_232500-t26_1	inner centromere protein INCENP1
TGME49_232510	TGME49_232510-t26_1	hypothetical protein
TGME49_232520	TGME49_232520-t26_1	brix domain-containing protein
TGME49_232530	TGME49_232530-t26_1	ATP-dependent RNA helicase SUV3, putative
TGME49_232540	TGME49_232540-t26_1	FAD binding domain-containing protein
TGME49_232550	TGME49_232550-t26_1	hypothetical protein
TGME49_232560	TGME49_232560-t26_1	hypothetical protein
TGME49_232580	TGME49_232580-t26_1	propionate-CoA ligase
TGME49_232590	TGME49_232590-t26_1	glutamate-cysteine ligase, catalytic subunit domain-containing protein
TGME49_232600	TGME49_232600-t26_1	phospholipase, patatin family protein
TGME49_232610	TGME49_232610-t26_1	histone acetyltransferase subunit nua4 protein
TGME49_232620	TGME49_232620-t26_1	hypothetical protein
TGME49_232630	TGME49_232630-t26_1	hypothetical protein
TGME49_232640	TGME49_232640-t26_1	RNA 2'-phosphotransferase, Tpt1/KptA family protein
TGME49_232650	TGME49_232650-t26_1	EELM2 domain-containing protein
TGME49_232655	TGME49_232655-t26_1	hypothetical protein
TGME49_232660	TGME49_232660-t26_1	Hsp70 interacting protein HIP
TGME49_232670	TGME49_232670-t26_1	hypothetical protein
TGME49_232680	TGME49_232680-t26_1	hypothetical protein
TGME49_232690	TGME49_232690-t26_1	DP-fucose transporter, putative
TGME49_232700	TGME49_232700-t26_1	hypothetical protein
TGME49_232710	TGME49_232710-t26_1	ribosomal protein RPS3A
TGME49_232720	TGME49_232720-t26_1	Lsm12, putative
TGME49_232730	TGME49_232730-t26_1	acyl-CoA:diacylglycerol acyltransferase 1-related enzyme
TGME49_232740	TGME49_232740-t26_1	hypothetical protein
TGME49_232750	TGME49_232750-t26_1	23S rRNA (adenine(1618)-N(6))-methyltransferase, putative
TGME49_232760	TGME49_232760-t26_1	protein phosphatase inhibitor IPP2
TGME49_232770	TGME49_232770-t26_1	hypothetical protein
TGME49_232780	TGME49_232780-t26_1	basal complex component BCC1
TGME49_232800	TGME49_232800-t26_1	hypothetical protein
TGME49_232815	TGME49_232815-t26_1	Erv1 / Alr family protein
TGME49_232830	TGME49_232830-t26_1	V-type proton ATPase subunit a1
TGME49_232840	TGME49_232840-t26_1	hypothetical protein
TGME49_232940	TGME49_232940-t26_1	heat shock protein HSP20
TGME49_232950	TGME49_232950-t26_1	hypothetical protein
TGME49_232955	TGME49_232955-t26_1	hypothetical protein
TGME49_232960	TGME49_232960-t26_1	prolyl hydroxylase PHYa
TGME49_232970	TGME49_232970-t26_1	hypothetical protein
TGME49_232980	TGME49_232980-t26_1	hypothetical protein
TGME49_232990	TGME49_232990-t26_1	hypothetical protein
TGME49_233000	TGME49_233000-t26_1	KOW motif domain-containing protein
TGME49_233010	TGME49_233010-t26_1	mitogen-activated protein kinase ERK7
TGME49_233020	TGME49_233020-t26_1	Not1 N-terminal domain, CCR4-Not complex component protein
TGME49_233030	TGME49_233030-t26_1	gliding-associated protein GAP70
TGME49_233040	TGME49_233040-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE15
TGME49_233050	TGME49_233050-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE3
TGME49_233065	TGME49_233065-t26_1	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein
TGME49_233080	TGME49_233080-t26_1	G-patch domain-containing protein
TGME49_233090	TGME49_233090-t26_1	XPG N-terminal domain-containing protein
TGME49_233100	TGME49_233100-t26_1	SPFH domain / Band 7 family protein
TGME49_233110	TGME49_233110-t26_1	IMP dehydrogenas
TGME49_233120	TGME49_233120-t26_1	AP2 domain transcription factor AP2VIII-2
TGME49_233130	TGME49_233130-t26_1	nucleoside transporter protein
TGME49_233140	TGME49_233140-t26_1	deoxyuridine 5'-triphosphate nucleotidohydrolase, putative
TGME49_233150	TGME49_233150-t26_1	hypothetical protein
TGME49_233153	TGME49_233153-t26_1	hypothetical protein
TGME49_233157	TGME49_233157-t26_1	hypothetical protein
TGME49_233160	TGME49_233160-t26_1	hypothetical protein
TGME49_233170	TGME49_233170-t26_1	hypothetical protein
TGME49_233180	TGME49_233180-t26_1	hypothetical protein
TGME49_233190	TGME49_233190-t26_1	SKIP/SNW domain-containing protein
TGME49_233200	TGME49_233200-t26_1	ubiquitin-like protein URM1
TGME49_233210	TGME49_233210-t26_1	hypothetical protein
TGME49_233220	TGME49_233220-t26_1	hypothetical protein
TGME49_233230	TGME49_233230-t26_1	RNA-binding protein 8A family protein
TGME49_233245	TGME49_233245-t26_1	hypothetical protein
TGME49_233260	TGME49_233260-t26_1	GTP-binding protein, putative
TGME49_233270	TGME49_233270-t26_1	MORN repeat-containing protein
TGME49_233280	TGME49_233280-t26_1	hypothetical protein
TGME49_233290	TGME49_233290-t26_1	hypothetical protein
TGME49_233300	TGME49_233300-t26_1	RhoGAP domain-containing protein
TGME49_233310	TGME49_233310-t26_1	peptidase D, putative
TGME49_233315	TGME49_233315-t26_1	hypothetical protein
TGME49_233320	TGME49_233320-t26_1	hypothetical protein
TGME49_233330	TGME49_233330-t26_1	radial spokehead family protein
TGME49_233340	TGME49_233340-t26_1	hypothetical protein
TGME49_233350	TGME49_233350-t26_1	nuclear transport factor 2, putative
TGME49_233360	TGME49_233360-t26_1	hypothetical protein
TGME49_233370	TGME49_233370-t26_1	hypothetical protein
TGME49_233380	TGME49_233380-t26_1	hypothetical protein
TGME49_233390	TGME49_233390-t26_1	hypothetical protein
TGME49_233400	TGME49_233400-t26_1	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor isoform 2 family protein
TGME49_233405	TGME49_233405-t26_1	hypothetical protein
TGME49_233410	TGME49_233410-t26_1	Sof1 family domain-containing protein
TGME49_233430	TGME49_233430-t26_1	C2 domain containing protein
TGME49_233450	TGME49_233450-t26_1	SAG-related sequence SRS29A
TGME49_233460	TGME49_233460-t26_1	SAG-related sequence SRS29B
TGME49_233470	TGME49_233470-t26_1	hypothetical protein
TGME49_233480	TGME49_233480-t26_1	SAG-related sequence SRS29C
TGME49_233490	TGME49_233490-t26_1	hypothetical protein
TGME49_233500	TGME49_233500-t26_1	triose-phosphate isomerase TPI-II
TGME49_233510	TGME49_233510-t26_1	hypothetical protein
TGME49_233520	TGME49_233520-t26_1	ATP-dependent RNA helicase
TGME49_233530	TGME49_233530-t26_1	hypothetical protein
TGME49_233540	TGME49_233540-t26_1	transporter, major facilitator family protein
TGME49_233550	TGME49_233550-t26_1	polyketide cyclase/dehydrase
TGME49_233610	TGME49_233610-t26_1	hypothetical protein
TGME49_233670	TGME49_233670-t26_1	hypothetical protein
TGME49_233680	TGME49_233680-t26_1	nuclear movement family protein
TGME49_233695	TGME49_233695-t26_1	hypothetical protein
TGME49_233702	TGME49_233702-t26_1	tRNA-Arg
TGME49_233710	TGME49_233710-t26_1	inorganic anion transporter, sulfate permease (SulP) family protein
TGME49_233720	TGME49_233720-t26_1	DNA-directed RNA polymerase II RPBABC8
TGME49_233735	TGME49_233735-t26_1	hypothetical protein
TGME49_233760	TGME49_233760-t26_1	hypothetical protein
TGME49_233770	TGME49_233770-t26_1	calcium-translocating P-type ATPase, PMCA-type protein
TGME49_233780	TGME49_233780-t26_1	hypothetical protein
TGME49_233790	TGME49_233790-t26_1	serine/threonine protein kinase AktR, putative
TGME49_233792	TGME49_233792-t26_1	hypothetical protein
TGME49_233810	TGME49_233810-t26_1	Sel1 repeat-containing protein
TGME49_233820	TGME49_233820-t26_1	DNA polymerase epsilon subunit B protein
TGME49_233830	TGME49_233830-t26_1	hypothetical protein
TGME49_233838	TGME49_233838-t26_1	PET112 family, C terminal region domain-containing protein
TGME49_233842	TGME49_233842-t26_1	hypothetical protein
TGME49_233850	TGME49_233850-t26_1	hypothetical protein
TGME49_233860	TGME49_233860-t26_1	DALR anticodon binding domain-containing protein
TGME49_233870	TGME49_233870-t26_1	hypothetical protein
TGME49_233880	TGME49_233880-t26_1	tRNA-Ile
TGME49_233890	TGME49_233890-t26_1	hypothetical protein
TGME49_233905	TGME49_233905-t26_1	5'-AMP-activated protein kinase subunit alpha
TGME49_233920	TGME49_233920-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_233925	TGME49_233925-t26_1	hypothetical protein
TGME49_233930	TGME49_233930-t26_1	CAF1 family ribonuclease
TGME49_233940	TGME49_233940-t26_1	centrosomal protein CEP72, putative
TGME49_233950	TGME49_233950-t26_1	hypothetical protein
TGME49_233960	TGME49_233960-t26_1	hypothetical protein
TGME49_234060	TGME49_234060-t26_1	hypothetical protein
TGME49_234165	TGME49_234165-t26_1	hypothetical protein
TGME49_234180	TGME49_234180-t26_1	hypothetical protein
TGME49_234190	TGME49_234190-t26_1	serine hydroxymethyltransferase 2, putative
TGME49_234200	TGME49_234200-t26_1	hypothetical protein
TGME49_234220	TGME49_234220-t26_1	hypothetical protein
TGME49_234230	TGME49_234230-t26_1	hypothetical protein
TGME49_234250	TGME49_234250-t26_1	CPH1-interacting protein CIP1
TGME49_234260	TGME49_234260-t26_1	hypothetical protein
TGME49_234270	TGME49_234270-t26_1	hypothetical protein
TGME49_234280	TGME49_234280-t26_1	AMP deaminase
TGME49_234300	TGME49_234300-t26_1	hypothetical protein
TGME49_234310	TGME49_234310-t26_1	hypothetical protein
TGME49_234340	TGME49_234340-t26_1	hypothetical protein
TGME49_234350	TGME49_234350-t26_1	hypothetical protein
TGME49_234360	TGME49_234360-t26_1	DNA topoisomerase I, putative
TGME49_234370	TGME49_234370-t26_1	SAG-related sequence SRS42
TGME49_234375	TGME49_234375-t26_1	hypothetical protein
TGME49_234380	TGME49_234380-t26_1	hypothetical protein
TGME49_234390	TGME49_234390-t26_1	hypothetical protein
TGME49_234400	TGME49_234400-t26_1	hypothetical protein
TGME49_234410	TGME49_234410-t26_1	transporter, small conductance mechanosensitive ion channel (MscS) family protein
TGME49_234420	TGME49_234420-t26_1	ATPase, AAA family protein
TGME49_234430	TGME49_234430-t26_1	hypothetical protein
TGME49_234440	TGME49_234440-t26_1	aminotransferase, putative
TGME49_234450	TGME49_234450-t26_1	ribosomal protein RPS15A
TGME49_234460	TGME49_234460-t26_1	hypothetical protein
TGME49_234470	TGME49_234470-t26_1	hypothetical protein
TGME49_234490	TGME49_234490-t26_1	kelch repeat-containing protein
TGME49_234505	TGME49_234505-t26_1	phenylalanyl-tRNA synthetase alpha chain A, putative
TGME49_234507	TGME49_234507-t26_1	hypothetical protein
TGME49_234510	TGME49_234510-t26_1	acyl-CoA binding protein ACBP2
TGME49_234520	TGME49_234520-t26_1	U2 snRNP auxilliary factor, large subunit, splicing factor subfamily protein
TGME49_234530	TGME49_234530-t26_1	hypothetical protein
TGME49_234540	TGME49_234540-t26_1	hypothetical protein
TGME49_234550	TGME49_234550-t26_1	ribosomal protein RPL29
TGME49_234560	TGME49_234560-t26_1	hypothetical protein
TGME49_234570	TGME49_234570-t26_1	sterol carrier protein-2 HAD-2SCP-2
TGME49_234580	TGME49_234580-t26_1	ImpB/MucB/SamB family protein
TGME49_234590	TGME49_234590-t26_1	hypothetical protein
TGME49_234600	TGME49_234600-t26_1	hypothetical protein
TGME49_234610	TGME49_234610-t26_1	WD-40 repeat protein
TGME49_234617	TGME49_234617-t26_1	tRNA-Gln
TGME49_234622	TGME49_234622-t26_1	tRNA-Glu
TGME49_234625	TGME49_234625-t26_1	hypothetical protein
TGME49_234640	TGME49_234640-t26_1	hypothetical protein
TGME49_234660	TGME49_234660-t26_1	tRNA-Val
TGME49_234670	TGME49_234670-t26_1	actin-like family protein
TGME49_234680	TGME49_234680-t26_1	tRNA-Tyr
TGME49_234690	TGME49_234690-t26_1	tRNA-Tyr
TGME49_234900	TGME49_234900-t26_1	PHD-finger domain-containing protein
TGME49_234930	TGME49_234930-t26_1	SAG-related sequence SRS43
TGME49_234940	TGME49_234940-t26_1	hypothetical protein
TGME49_234950	TGME49_234950-t26_1	protein kinase (incomplete catalytic triad)
TGME49_234970	TGME49_234970-t26_1	tyrosine kinase-like protein TKL2
TGME49_234980	TGME49_234980-t26_1	hypothetical protein
TGME49_234990	TGME49_234990-t26_1	hypothetical protein
TGME49_235000	TGME49_235000-t26_1	phosphorylase family protein
TGME49_235010	TGME49_235010-t26_1	hypothetical protein
TGME49_235020	TGME49_235020-t26_1	COPI protein, putative
TGME49_235130	TGME49_235130-t26_1	rhoptry apical surface protein RASP1
TGME49_235140	TGME49_235140-t26_1	secreted effector protein NSM
TGME49_235150	TGME49_235150-t26_1	phosphate transporter PT2
TGME49_235160	TGME49_235160-t26_1	hypothetical protein
TGME49_235170	TGME49_235170-t26_1	ATPase, AAA family protein
TGME49_235180	TGME49_235180-t26_1	hypothetical protein
TGME49_235183	TGME49_235183-t26_1	PAN domain-containing protein
TGME49_235187	TGME49_235187-t26_1	hypothetical protein
TGME49_235190	TGME49_235190-t26_1	hypothetical protein
TGME49_235200	TGME49_235200-t26_1	PAN domain-containing protein
TGME49_235315	TGME49_235315-t26_1	PAN domain-containing protein
TGME49_235340	TGME49_235340-t26_1	IMC sutures component ISC1
TGME49_235350	TGME49_235350-t26_1	cwfj family protein
TGME49_235360	TGME49_235360-t26_1	hypothetical protein
TGME49_235370	TGME49_235370-t26_1	hypothetical protein
TGME49_235380	TGME49_235380-t26_1	apical cap protein AC5
TGME49_235390	TGME49_235390-t26_1	PAN domain-containing protein
TGME49_235398	TGME49_235398-t26_1	hypothetical protein
TGME49_235402	TGME49_235402-t26_1	CorA family Mg2+ transporter protein
TGME49_235420	TGME49_235420-t26_1	hypothetical protein
TGME49_235430	TGME49_235430-t26_1	hypothetical protein
TGME49_235440	TGME49_235440-t26_1	hypothetical protein
TGME49_235450	TGME49_235450-t26_1	ubiquitin-conjugating enzyme subfamily protein
TGME49_235460	TGME49_235460-t26_1	hypothetical protein
TGME49_235470	TGME49_235470-t26_1	myosin A
TGME49_235478	TGME49_235478-t26_1	pantothenate kinase 2
TGME49_235490	TGME49_235490-t26_1	hypothetical protein
TGME49_235500	TGME49_235500-t26_1	hypothetical protein
TGME49_235515	TGME49_235515-t26_1	MORN repeat-containing protein
TGME49_235540	TGME49_235540-t26_1	eukaryotic initiation factor-2 beta, putative
TGME49_235550	TGME49_235550-t26_1	PHD-finger domain-containing protein
TGME49_235560	TGME49_235560-t26_1	hypothetical protein
TGME49_235580	TGME49_235580-t26_1	hypothetical protein
TGME49_235590	TGME49_235590-t26_1	hypothetical protein
TGME49_235600	TGME49_235600-t26_1	SAG-related sequence SRS45
TGME49_235610	TGME49_235610-t26_1	ATPase, AAA family protein
TGME49_235620	TGME49_235620-t26_1	deoxyhypusine synthase
TGME49_235630	TGME49_235630-t26_1	hypothetical protein
TGME49_235635	TGME49_235635-t26_1	hypothetical protein
TGME49_235640	TGME49_235640-t26_1	formyl transferase domain-containing protein
TGME49_235650	TGME49_235650-t26_1	carrier superfamily protein
TGME49_235660	TGME49_235660-t26_1	hypothetical protein
TGME49_235670	TGME49_235670-t26_1	hypothetical protein
TGME49_235680	TGME49_235680-t26_1	peptidase M16 inactive domain-containing protein
TGME49_235690	TGME49_235690-t26_1	inner membrane complex protein IMC37
TGME49_235700	TGME49_235700-t26_1	sedoheptulose-1,7-bisphosphatase
TGME49_235710	TGME49_235710-t26_1	hypothetical protein
TGME49_235720	TGME49_235720-t26_1	hypothetical protein
TGME49_235730	TGME49_235730-t26_1	hypothetical protein
TGME49_235740	TGME49_235740-t26_1	hypothetical protein
TGME49_235750	TGME49_235750-t26_1	ULK kinase
TGME49_235860	TGME49_235860-t26_1	subtilisin SUB11
TGME49_235870	TGME49_235870-t26_1	hypothetical protein
TGME49_235875	TGME49_235875-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_235880	TGME49_235880-t26_1	mitochondrial pyruvate carrier protein 1
TGME49_235890	TGME49_235890-t26_1	dual-specificity protein phosphatase
TGME49_235905	TGME49_235905-t26_1	ribonuclease z, putative
TGME49_235920	TGME49_235920-t26_1	dynein, axonemal, heavy chain 2 family protein
TGME49_235930	TGME49_235930-t26_1	domain K- type RNA binding proteins family protein
TGME49_235940	TGME49_235940-t26_1	hypothetical protein
TGME49_235950	TGME49_235950-t26_1	subtilisin SUB8
TGME49_235960	TGME49_235960-t26_1	hypothetical protein
TGME49_235970	TGME49_235970-t26_1	eukaryotic initiation factor-2 gamma, putative
TGME49_235980	TGME49_235980-t26_1	ARIADNE family protein
TGME49_235990	TGME49_235990-t26_1	hypothetical protein
TGME49_236000	TGME49_236000-t26_1	ferredoxin, putative
TGME49_236010	TGME49_236010-t26_1	prenylcysteine oxidase
TGME49_236020	TGME49_236020-t26_1	BT1 family protein
TGME49_236030	TGME49_236030-t26_1	hypothetical protein
TGME49_236040	TGME49_236040-t26_1	fructose-1,6-bisphosphate aldolase
TGME49_236050	TGME49_236050-t26_1	fructose-bisphosphate aldolase, putative
TGME49_236060	TGME49_236060-t26_1	hypothetical protein
TGME49_236070	TGME49_236070-t26_1	pyrroline-5-carboxylate reductase
TGME49_236080	TGME49_236080-t26_1	replication factor-a protein 1 (rpa1) subfamily protein
